team_size,project_budget,project_duration,requirement_change_count,average_sprint_delay,bug_count,testing_coverage,code_complexity,developer_experience,communication_frequency,task_completion_rate,client_change_requests,previous_project_success_rate,risk_level,delay,budget_overrun,quality_issues,requirement_instability
29,337314.72,10,8,2.52,60,48.23,1,5.03,9,57.75,2,85.65,Low,0,0,0,0
29,56038.96,19,4,4.07,63,62.01,7,0.2,7,69.86,4,78.89,Low,1,0,0,0
47,18356.66,16,5,0.0,62,57.24,5,3.17,8,95.05,6,72.8,Low,0,0,0,0
5,534909.3,2,7,2.33,58,67.64,7,2.98,3,39.13,3,86.18,Low,1,1,0,0
6,83773.64,20,7,0.0,56,48.06,8,7.4,10,84.36,4,82.62,Low,0,1,0,0
17,62090.07,12,9,2.38,45,55.41,1,4.93,1,78.07,3,75.28,Low,0,0,0,0
30,242962.19,14,4,1.68,52,47.85,8,5.26,8,70.13,3,85.47,Low,0,0,0,1
40,233765.37,23,5,2.15,58,55.38,2,6.94,3,67.03,5,46.31,Low,0,0,0,1
30,87548.83,15,10,3.9,54,74.67,7,8.41,0,94.99,8,80.88,Low,0,0,1,0
27,195104.82,1,4,3.84,57,67.34,10,8.0,9,83.49,5,42.5,Low,0,0,0,0
56,471287.63,5,5,4.37,59,49.38,5,5.81,10,55.4,4,57.27,Low,0,1,1,0
11,104921.15,10,3,1.41,45,82.38,4,3.85,10,72.36,5,79.09,Low,0,0,0,0
35,15000.0,1,3,3.61,55,81.15,10,5.54,0,91.92,5,72.18,Low,0,0,0,0
33,419666.85,4,6,3.21,53,61.98,5,4.42,4,80.61,10,42.62,Low,0,1,1,0
29,338613.44,19,4,1.46,63,57.35,6,6.39,3,76.2,1,39.04,Low,1,0,0,1
48,138306.65,4,5,2.43,48,93.73,3,3.14,3,51.15,6,66.76,Low,0,0,1,0
17,15000.0,4,5,1.94,80,90.92,6,6.67,4,100.0,1,40.12,Low,0,0,0,1
57,115967.8,12,7,4.99,53,34.73,1,4.61,0,83.54,5,48.01,Low,0,0,0,0
21,240153.2,3,8,3.82,55,83.5,9,5.43,5,100.0,4,61.94,Low,0,0,1,0
33,459820.98,6,6,1.53,58,93.03,7,1.63,0,76.82,4,88.18,Low,1,0,1,0
32,63415.24,22,6,1.39,55,73.82,5,3.84,2,71.71,3,51.3,Low,1,0,0,0
51,234786.42,15,2,4.12,53,53.6,8,5.57,7,61.69,5,33.42,Low,0,0,0,0
27,371526.04,23,4,4.88,63,55.78,7,4.06,1,87.6,4,96.33,Low,0,0,0,0
18,15000.0,9,2,2.83,63,92.79,5,0.2,7,95.96,3,87.45,Low,0,0,0,0
3,436081.51,15,9,3.52,62,77.04,4,1.54,9,88.66,2,78.56,Low,1,0,0,1
23,37158.9,6,5,4.81,56,71.85,1,5.32,10,100.0,4,71.4,Low,1,0,0,0
49,309759.19,9,1,1.85,52,100.0,3,8.11,7,74.1,4,100.0,Low,1,0,0,1
2,294402.97,5,4,2.37,56,43.86,5,3.94,9,62.07,2,77.8,Low,0,1,0,0
53,445225.55,20,9,3.17,76,60.37,5,3.33,5,76.12,7,73.55,Low,0,0,1,1
33,349166.39,5,5,1.34,67,65.42,10,7.03,9,84.87,4,68.81,Low,1,0,1,0
10,15000.0,5,6,5.6,71,58.19,4,4.53,8,67.8,2,79.85,Low,1,0,0,0
19,108739.74,11,1,1.32,65,28.87,5,6.28,10,71.31,2,58.85,Low,1,0,1,0
34,274876.92,10,4,2.32,44,80.07,1,3.79,10,75.42,3,92.06,Low,0,0,0,1
20,214903.62,8,7,6.03,61,48.48,1,3.53,7,79.9,2,95.47,Low,1,0,0,0
8,335969.93,9,7,0.0,52,48.16,5,6.47,2,74.16,6,94.94,Low,0,0,0,0
40,392085.98,7,6,2.63,63,55.54,4,6.11,0,75.37,2,71.17,Low,1,0,1,1
40,359521.31,21,6,0.88,59,57.86,7,3.73,3,82.17,7,78.78,Low,0,0,1,0
8,211430.51,14,6,2.2,52,59.81,9,1.8,3,84.3,3,48.15,Low,0,0,0,0
18,15000.0,22,6,0.0,52,79.35,1,0.49,10,64.08,2,49.44,Low,1,0,0,0
16,168013.38,23,6,1.46,52,83.04,2,0.81,0,42.62,5,85.88,Low,0,0,1,0
40,324946.27,15,8,2.25,59,57.33,6,2.98,5,55.39,1,88.48,Low,0,0,0,1
44,53719.49,19,2,2.68,62,51.23,1,5.26,10,79.38,3,40.63,Low,1,0,0,0
44,363629.45,3,11,3.99,55,59.69,4,0.5,3,60.31,3,48.89,Low,0,0,0,0
56,413510.79,22,2,0.0,61,45.91,8,0.66,6,76.25,3,55.24,Low,1,0,0,0
46,272836.06,12,7,1.95,62,61.49,1,5.41,1,71.08,2,78.23,Low,0,0,1,0
20,15000.0,17,8,1.85,58,44.97,7,8.26,4,73.07,5,64.25,Low,0,0,0,0
8,19944.09,6,9,2.07,53,100.0,1,7.11,10,79.86,5,51.05,Low,0,0,0,0
37,589514.05,3,10,2.26,50,64.3,8,0.2,7,91.04,2,66.35,Low,1,0,1,1
55,151623.2,21,6,0.54,64,52.32,8,5.44,5,71.73,3,66.06,Low,0,0,0,0
58,15000.0,11,1,0.0,62,74.71,1,6.79,10,55.33,1,88.35,Low,0,0,0,0
15,472344.53,4,6,2.63,51,39.82,6,3.31,9,76.98,3,67.21,Low,1,0,0,0
15,252404.01,16,5,0.21,49,49.19,5,3.93,3,83.41,3,98.31,Low,1,0,1,0
4,448889.29,2,7,3.01,57,69.63,10,5.3,6,35.94,2,35.2,Low,1,0,0,1
10,299852.56,11,7,0.33,45,64.44,1,5.67,7,60.44,4,80.23,Low,0,0,0,1
34,332540.64,17,7,3.59,57,80.88,7,5.41,4,72.47,4,100.0,Low,1,0,0,1
33,315341.66,17,2,2.09,55,12.87,6,6.24,2,64.32,5,69.56,Low,1,0,0,1
23,375547.9,11,5,2.23,48,76.73,10,5.02,9,74.15,3,66.98,Low,1,0,0,0
19,659937.48,9,5,1.71,49,52.22,8,3.0,1,62.01,7,60.07,Low,1,0,1,0
50,424781.14,20,5,1.39,56,40.94,3,3.43,3,86.99,5,45.8,Low,1,0,0,0
28,15000.0,5,8,1.73,61,30.98,2,2.63,2,72.82,3,91.05,Low,1,0,0,0
48,330399.07,2,5,4.56,52,52.0,6,3.39,8,43.2,1,57.79,Low,0,0,0,1
57,455466.54,4,3,0.0,50,90.62,9,5.85,1,83.7,2,88.31,Low,1,0,0,0
20,466486.15,19,7,0.9,52,79.44,6,2.65,4,84.72,5,79.05,Low,1,0,0,1
13,173211.1,11,5,4.31,60,91.42,6,7.07,9,71.4,5,83.84,Low,0,0,0,0
57,459690.0,1,5,3.84,64,59.95,6,2.13,9,42.57,4,55.0,Low,0,0,0,0
38,416993.63,4,5,4.89,46,63.92,4,4.99,2,86.43,4,78.17,Low,0,0,0,1
18,713053.14,1,5,2.08,51,33.57,9,6.51,5,55.65,3,72.08,Low,0,0,0,0
38,114999.69,19,5,0.0,58,33.57,2,5.58,5,66.22,1,75.43,Low,0,0,0,0
31,158667.9,11,12,0.0,42,59.36,6,0.2,3,62.81,5,26.76,Medium,0,1,0,0
54,194898.57,2,5,1.6,58,37.23,9,4.82,8,48.97,2,81.46,Low,0,1,0,0
16,161760.01,6,1,3.72,44,46.57,3,2.73,7,72.1,4,100.0,Low,1,0,0,0
59,89796.27,15,7,1.69,56,62.78,5,1.33,0,75.24,2,49.03,Low,0,0,0,0
56,15000.0,14,6,1.54,45,84.9,8,5.03,9,73.81,3,89.03,Low,0,0,0,0
12,171754.09,19,7,2.99,56,62.18,2,1.5,4,68.65,3,67.76,Low,1,0,1,0
11,316484.45,1,9,2.26,57,37.51,3,5.09,9,60.08,3,53.34,Low,0,0,1,0
32,161220.07,2,7,1.32,45,29.21,8,7.99,8,95.51,5,59.35,Low,0,0,1,0
4,598368.61,1,6,0.2,66,64.16,1,5.23,5,74.97,5,98.26,Low,0,0,1,0
19,252407.65,10,6,4.09,51,50.68,4,3.94,7,57.03,2,77.21,Low,1,0,0,0
27,482385.23,17,8,4.3,51,64.09,6,4.11,4,79.05,4,69.74,Low,0,1,0,1
58,297055.67,16,6,0.08,60,58.32,9,6.69,8,77.83,3,43.68,Low,0,0,0,1
59,398753.32,5,8,1.39,52,60.73,2,3.77,1,81.85,10,81.9,Low,1,0,0,0
10,300263.48,16,7,3.53,56,83.63,6,3.38,6,71.48,3,91.43,Low,0,0,0,0
53,496381.23,16,8,0.0,58,80.97,8,2.26,0,62.04,1,77.43,Low,0,0,0,0
7,260069.08,5,7,2.93,66,68.64,4,2.35,7,50.09,6,51.44,Low,1,0,1,0
45,339301.73,18,10,1.55,44,45.89,5,6.64,10,63.52,4,81.48,Low,0,0,0,0
51,315939.93,10,5,0.0,57,52.08,5,3.33,8,45.5,3,100.0,Low,1,0,0,0
53,198108.62,2,8,5.75,70,75.74,9,5.83,7,76.81,7,69.13,Low,0,1,0,1
14,322896.82,9,9,1.52,55,85.43,7,6.03,9,46.3,4,90.64,Low,0,1,0,0
53,652189.52,18,6,3.25,57,39.07,5,2.21,6,66.31,4,68.0,Low,0,0,1,0
8,201328.55,17,8,0.0,50,89.5,1,2.59,6,83.66,2,68.78,Low,0,0,0,0
32,325503.68,7,2,5.3,54,47.96,4,5.89,6,68.13,1,75.7,Low,0,0,0,0
29,476400.21,18,6,6.09,54,74.04,9,4.84,5,71.05,2,65.51,Low,1,0,0,0
20,455245.59,9,9,0.0,59,100.0,5,4.07,0,79.1,3,63.78,Low,1,1,0,1
3,252108.96,11,7,1.87,64,33.39,4,5.61,0,80.21,4,72.34,Low,0,0,1,0
46,15000.0,2,8,4.86,57,71.09,8,6.93,4,88.61,6,89.39,Low,0,0,1,0
21,343006.51,23,10,1.26,47,56.35,10,4.41,3,81.01,1,73.5,Low,0,1,1,1
40,15000.0,20,4,3.02,44,70.05,2,3.13,10,77.73,4,71.36,Low,1,0,0,0
25,514588.7,5,3,0.0,47,50.86,10,4.78,10,40.62,3,75.55,Low,1,0,0,0
23,280505.3,13,8,0.62,46,17.37,4,2.57,5,75.87,4,100.0,Low,0,0,0,0
53,429941.32,18,9,2.81,54,48.43,6,4.84,7,98.54,3,54.29,Low,0,0,1,0
7,87620.0,12,6,1.02,49,68.25,3,4.5,6,82.36,2,84.09,Low,1,0,0,0
44,15000.0,5,4,1.48,62,86.29,1,2.54,2,87.51,0,87.16,Low,0,0,0,0
45,296935.79,23,9,0.0,57,69.3,4,3.53,4,61.21,3,69.05,Low,0,0,0,1
24,243951.38,7,6,3.51,45,88.51,9,3.72,4,70.9,3,94.13,Low,0,0,0,0
17,161522.65,8,6,0.0,79,53.12,10,6.26,1,81.03,2,88.91,Low,0,0,0,0
2,265239.03,9,9,5.28,46,51.65,4,2.4,0,79.09,7,87.06,Low,0,0,0,0
56,748138.46,21,4,0.83,62,68.18,7,2.56,3,84.64,5,49.12,Low,0,0,0,0
56,400214.6,12,7,3.8,62,55.25,8,3.6,9,53.85,3,62.37,Low,0,1,0,0
15,438909.75,17,5,3.6,69,82.21,6,5.85,0,59.31,4,59.99,Low,0,0,0,0
3,401908.64,21,7,0.23,56,36.7,9,6.25,5,51.3,3,85.03,Low,1,1,0,0
9,516303.19,22,6,1.05,64,77.53,2,5.13,6,76.14,6,88.24,Low,1,0,0,0
5,215787.1,20,7,1.29,59,83.74,10,6.22,7,69.0,3,67.46,Low,0,0,0,0
50,15000.0,21,4,1.42,63,68.57,6,7.29,10,68.89,3,67.51,Low,0,0,1,0
53,216054.5,22,3,0.0,58,78.43,2,4.88,4,61.11,0,100.0,Low,0,1,0,0
10,396112.43,23,8,3.27,61,50.31,8,2.58,3,58.5,1,75.62,Low,0,0,0,0
45,75435.93,15,10,0.82,47,47.03,10,4.31,5,72.03,1,80.26,Low,0,0,0,0
12,218254.13,4,6,1.97,63,68.34,4,1.23,9,89.72,2,67.8,Low,0,0,0,0
23,125481.45,3,1,4.21,53,49.0,5,5.45,6,97.08,1,96.0,Low,0,0,0,0
36,520365.27,19,8,3.34,45,67.41,10,3.32,0,97.13,1,79.45,Low,0,0,1,1
43,384902.26,8,8,0.96,50,67.43,6,4.77,4,64.51,1,75.3,Low,0,0,0,1
52,367277.31,19,5,4.28,57,60.79,4,4.3,5,53.07,4,76.05,Low,1,0,0,0
4,361888.24,22,6,3.53,65,67.08,7,3.58,9,86.14,3,64.6,Low,0,1,0,0
13,243295.13,15,3,0.79,58,73.42,2,5.04,7,92.39,5,55.04,Low,1,0,0,0
18,285560.13,18,4,1.17,57,60.2,4,4.2,7,78.68,2,72.15,Low,0,1,1,1
19,36666.78,7,11,4.2,49,53.42,9,2.99,3,71.63,5,100.0,Low,0,0,0,0
59,15000.0,10,8,3.76,56,76.81,1,1.87,7,61.97,0,66.84,Low,0,0,0,1
47,277014.6,23,6,0.0,45,66.92,6,5.35,1,81.69,2,91.01,Low,0,0,1,1
20,308318.25,19,13,0.19,53,70.12,7,1.6,2,81.21,4,64.98,Low,0,0,1,0
58,467667.62,5,11,3.59,45,72.49,6,8.81,2,76.53,5,38.26,Low,0,0,0,0
30,532840.45,22,10,0.0,42,64.67,4,7.59,5,54.3,1,62.61,Low,0,1,0,0
31,532599.73,12,6,3.81,69,55.8,10,0.68,0,56.1,3,42.8,Low,0,0,1,0
27,70355.75,20,3,6.07,47,50.9,9,6.01,5,70.5,2,85.49,Low,0,0,0,0
10,186592.29,12,7,2.95,49,60.41,9,7.23,9,88.67,1,39.01,Low,0,1,0,0
56,336460.17,14,9,0.35,51,70.67,1,3.09,4,86.55,4,73.5,Low,0,0,0,0
2,705742.84,4,11,2.55,45,71.51,10,5.34,0,65.61,4,58.51,Low,0,1,0,0
12,516417.86,8,10,4.27,60,64.59,6,4.2,3,42.77,1,60.81,Low,1,0,0,0
15,451491.49,17,5,2.4,47,68.34,7,6.14,0,93.36,2,87.63,Low,0,0,0,0
18,180198.17,20,12,3.17,50,42.12,4,3.43,7,91.85,3,69.89,Low,0,0,0,1
9,91024.07,3,6,0.6,45,53.64,6,6.93,8,73.98,1,71.48,Low,1,0,0,1
3,392003.42,2,6,0.75,64,74.08,8,4.16,3,65.12,6,70.34,Low,0,0,0,0
41,51880.97,16,5,4.01,49,47.0,6,3.74,3,67.08,2,64.91,Low,1,1,0,1
58,207081.46,11,7,0.78,53,64.54,6,6.06,3,86.9,4,57.67,Low,0,0,0,1
9,229339.97,20,6,0.0,56,62.93,4,6.66,4,80.59,5,42.01,Low,0,0,0,0
19,536724.18,2,11,1.59,51,59.95,10,0.2,7,65.15,2,78.91,Low,0,0,0,0
31,186154.49,9,4,2.83,45,74.22,2,0.2,3,100.0,5,77.43,Low,0,0,0,0
55,15000.0,1,3,4.32,56,66.09,4,5.32,4,47.52,3,92.61,Low,0,0,0,0
42,340800.04,17,7,5.49,46,40.45,9,2.91,9,62.37,4,79.27,Low,1,0,0,1
46,124176.07,20,5,2.37,56,71.29,5,1.33,8,62.73,3,63.92,Low,0,0,0,0
35,257673.58,4,8,3.52,69,52.87,1,3.6,10,73.7,1,69.14,Low,0,0,0,0
26,234393.15,8,4,2.44,47,37.45,2,11.49,3,90.12,4,82.33,Low,1,0,0,0
13,200733.28,20,4,2.91,57,75.36,9,1.31,10,85.26,7,91.84,Low,0,0,0,0
52,392261.3,1,10,1.83,59,40.65,10,6.63,3,74.03,5,64.8,Low,0,0,0,0
48,15000.0,22,3,2.97,50,55.62,3,2.67,3,50.77,1,91.96,Low,0,0,0,0
3,156937.44,21,3,0.74,52,67.28,3,1.01,10,87.28,3,70.68,Low,0,0,1,0
43,373126.82,4,3,6.16,64,60.68,3,3.03,2,53.84,2,60.11,Low,0,0,0,0
6,139464.74,4,6,0.0,64,50.76,10,1.09,9,65.57,8,60.53,Low,0,0,1,0
44,15000.0,16,6,3.34,59,44.11,1,0.74,9,70.79,6,66.9,Low,1,1,1,0
49,370339.96,1,9,2.84,55,48.32,1,2.76,10,59.08,6,71.81,Low,0,0,0,0
9,452157.03,12,2,2.94,66,42.61,4,1.88,9,58.77,8,92.72,Low,0,0,0,0
27,241900.86,2,5,0.0,65,59.72,10,4.15,9,86.19,6,100.0,Low,0,1,0,0
9,15000.0,13,7,0.0,54,52.18,1,4.9,3,95.27,2,68.19,Low,1,1,0,1
34,377074.55,9,3,3.41,55,37.18,4,2.61,6,70.82,8,47.16,Low,0,0,0,0
55,15000.0,17,3,4.88,60,56.79,2,6.01,6,43.54,2,61.39,Low,1,0,0,0
6,305583.87,21,7,2.64,57,50.42,4,2.91,3,76.49,3,66.62,Low,0,0,0,0
25,90256.51,12,2,3.81,57,66.83,7,4.13,4,60.86,4,77.05,Low,0,0,0,0
58,41228.93,15,7,1.28,57,68.52,2,0.2,9,77.77,1,39.71,Low,0,0,0,0
19,170456.2,14,6,2.86,63,86.16,5,4.7,0,76.73,1,91.05,Low,0,0,0,1
9,217006.44,23,8,4.65,53,73.66,2,9.9,0,41.89,3,55.85,Low,0,0,0,0
30,134042.51,6,6,1.57,73,42.41,1,6.41,4,65.75,4,77.56,Low,0,0,0,0
31,355966.59,6,6,4.57,47,22.88,5,4.09,8,81.86,3,69.83,Low,0,0,0,1
40,169707.51,9,3,0.0,63,34.66,4,1.72,9,70.51,5,60.01,Low,0,0,1,0
20,426434.36,17,6,0.97,61,52.95,8,8.42,7,54.46,6,96.18,Low,0,0,1,1
57,300611.17,20,4,3.29,68,33.06,1,4.11,9,82.5,3,63.94,Low,0,0,0,0
32,124439.7,7,4,6.01,66,50.91,1,2.88,1,45.35,8,54.85,Low,1,0,0,0
18,94130.82,3,3,2.23,55,62.58,10,2.94,1,75.74,0,81.62,Low,0,0,0,0
57,15000.0,14,4,0.13,66,51.86,5,9.48,5,63.38,4,87.87,Low,0,0,0,0
55,302331.97,14,8,5.96,51,67.02,9,4.22,3,78.94,4,68.48,Low,0,0,0,0
30,186174.24,9,15,1.95,49,51.05,2,5.58,9,68.35,7,75.34,Low,1,0,0,0
3,15000.0,5,5,3.53,48,48.28,4,4.01,0,79.78,3,89.35,Low,0,0,0,0
36,153571.32,20,2,1.53,73,92.74,7,4.34,4,93.78,4,68.25,Low,0,0,1,0
34,87813.87,20,6,2.48,72,61.41,3,3.48,3,83.11,6,67.6,Low,0,0,0,1
10,533621.97,18,7,1.08,50,64.02,3,7.91,6,82.82,3,86.2,Low,0,0,0,1
38,15000.0,14,2,6.72,59,77.2,2,4.61,3,81.33,4,69.36,Low,0,0,0,0
50,15000.0,7,5,4.58,66,77.79,4,1.12,10,44.53,1,58.12,Low,1,0,0,1
8,449794.54,10,5,5.74,49,55.41,8,5.45,0,73.29,6,71.97,Low,0,1,0,0
43,494217.37,2,4,0.62,50,80.83,3,4.22,0,76.32,4,54.72,Low,0,0,0,0
10,115903.07,6,5,0.0,46,53.92,2,5.41,9,80.85,5,70.83,Low,0,0,1,0
45,136224.55,11,7,1.61,58,80.29,7,3.7,5,70.65,4,89.46,Low,1,1,0,0
26,360922.37,11,7,7.23,55,39.79,7,3.2,9,83.45,4,50.1,Low,0,0,1,1
2,15000.0,2,5,1.56,49,56.48,5,6.65,5,56.66,0,71.24,Low,0,0,0,0
58,15000.0,23,5,4.3,70,66.01,3,8.96,10,100.0,4,82.77,Low,1,0,0,1
11,199467.99,7,6,0.15,57,68.49,8,0.2,5,80.93,2,70.97,Low,0,1,0,0
36,528980.3,12,9,0.54,64,46.82,8,4.7,8,57.27,1,97.11,Low,0,0,0,0
12,171568.58,11,6,2.04,40,32.32,6,3.2,10,93.69,3,73.06,Low,0,0,0,1
56,268168.62,11,10,6.42,59,70.29,4,2.31,8,54.14,4,79.06,Low,0,0,0,1
44,454082.07,20,5,4.4,62,58.28,6,0.2,2,72.15,1,96.97,Low,0,0,1,1
48,629239.25,18,3,0.0,61,54.97,2,5.37,8,73.85,4,81.34,Low,0,0,0,0
27,146167.27,20,9,3.53,57,91.78,1,3.34,4,65.44,6,71.74,Low,0,0,0,0
29,246969.39,9,3,0.0,47,56.73,3,3.2,7,70.05,3,64.29,Low,0,0,1,0
38,577969.94,7,7,0.84,56,52.7,6,7.39,7,73.01,1,69.3,Low,0,0,0,0
47,15000.0,10,3,3.22,55,29.6,7,3.45,1,54.83,5,78.23,Low,0,1,0,0
51,434964.59,13,2,5.0,51,42.51,3,3.34,3,76.37,8,58.16,Low,1,0,1,1
3,66703.2,8,9,4.9,52,77.76,7,1.29,1,72.05,4,95.75,Low,0,0,0,0
40,268445.03,11,2,2.86,67,48.94,4,2.32,0,100.0,6,100.0,Low,0,0,0,0
8,206328.57,4,1,2.89,66,73.31,6,8.02,5,95.74,3,72.23,Low,0,0,0,0
18,77557.91,14,8,4.89,44,38.73,2,5.97,2,60.27,4,41.25,Low,0,1,1,1
50,73041.65,17,6,0.0,40,46.35,4,7.59,7,69.74,5,86.03,Low,0,0,0,0
16,299754.59,13,3,5.85,52,45.9,2,2.48,2,60.9,4,73.98,Low,0,0,0,0
48,429197.08,21,4,0.73,49,70.58,7,5.37,0,67.92,4,84.08,Low,0,0,0,0
28,226647.48,23,6,2.72,62,58.19,8,7.01,1,85.75,2,71.47,Low,0,0,1,0
15,262620.37,21,6,1.21,45,42.01,1,5.89,6,70.36,5,89.16,Low,1,0,1,0
21,352811.33,3,6,0.0,51,74.86,4,8.29,1,64.02,3,59.15,Low,0,0,0,1
32,75108.62,21,4,3.12,54,70.9,7,5.46,9,81.69,8,79.6,Low,0,1,0,1
46,383144.65,8,5,2.67,67,68.13,8,4.5,8,41.01,4,77.83,Low,0,0,0,0
37,397481.76,11,4,1.99,59,67.31,8,0.2,1,65.82,4,79.34,Low,0,1,0,1
56,718652.73,10,7,1.89,50,46.63,8,5.5,9,93.92,7,86.2,Low,0,0,0,0
52,182301.25,7,6,5.25,62,84.65,2,5.93,3,94.68,3,88.66,Low,0,0,0,0
45,167545.28,21,7,6.59,40,60.18,7,7.25,9,92.89,4,51.68,Low,1,0,0,1
36,388413.86,15,5,4.71,55,66.82,9,2.59,10,52.3,6,86.44,Low,0,0,1,1
18,397438.75,23,9,2.75,53,68.89,6,4.42,2,52.18,4,75.4,Low,1,0,0,0
25,153684.31,22,10,0.0,56,44.99,10,0.68,3,64.1,3,68.59,Low,0,0,0,0
8,177430.72,10,3,3.45,63,96.14,9,0.63,1,72.2,3,77.17,Low,1,0,0,0
23,347403.55,17,7,3.54,62,61.51,10,5.73,0,60.27,6,76.37,Low,1,0,0,0
55,101034.84,12,5,3.74,72,62.6,10,7.54,5,45.11,1,73.81,Low,0,0,1,1
26,176103.88,12,3,0.0,53,54.57,1,7.62,7,86.85,2,40.35,Low,0,0,0,0
8,266126.7,18,5,3.9,65,82.7,4,5.55,6,84.18,10,74.55,Low,1,1,1,1
39,429268.96,16,5,5.32,64,83.46,9,9.41,10,62.55,3,68.45,Low,0,0,0,1
57,141172.25,21,8,0.23,52,64.85,1,3.56,1,83.39,2,78.25,Low,0,0,0,1
52,15000.0,18,6,3.57,55,35.62,1,6.66,2,87.1,5,71.07,Low,0,1,1,1
17,15000.0,15,7,0.58,63,59.04,3,1.34,9,33.92,7,100.0,Low,1,0,0,0
28,23305.65,22,8,1.99,65,60.83,4,0.2,2,82.3,4,68.45,Low,0,0,0,1
32,15000.0,3,7,0.3,63,53.87,7,3.34,3,71.03,2,44.56,Low,0,0,0,0
16,222170.06,18,11,1.5,57,44.3,6,4.21,4,31.79,7,70.25,Low,0,0,0,0
17,36001.57,10,6,1.51,57,34.02,8,5.06,2,88.29,3,64.0,Low,0,1,0,0
15,123504.11,10,9,3.02,52,88.48,3,4.05,5,73.27,5,75.75,Low,0,0,0,0
59,110664.54,18,8,3.98,55,75.35,5,5.37,8,46.46,4,63.91,Low,0,1,0,1
45,170708.59,7,5,4.63,58,62.62,4,8.68,8,78.36,2,83.42,Low,0,0,0,0
50,488050.78,21,4,0.9,54,50.3,10,6.27,5,74.9,1,71.76,Low,0,0,1,0
49,369150.57,12,8,2.92,62,68.48,10,2.66,10,80.65,1,78.38,Low,1,0,1,1
57,252903.29,9,4,0.0,72,65.67,9,0.2,3,41.05,3,98.52,Low,0,0,0,0
8,167015.27,8,7,1.98,49,54.78,2,1.92,8,67.19,3,73.22,Low,0,0,0,0
53,172018.12,10,12,2.29,61,69.01,1,7.72,9,56.31,6,48.0,Low,0,0,0,1
5,308994.36,22,5,0.35,62,71.22,6,3.29,3,69.39,2,63.36,Low,0,0,0,0
29,355150.43,3,9,3.32,54,74.37,8,6.13,0,44.83,0,47.21,Low,0,1,0,0
36,86628.85,12,5,1.89,60,46.01,9,6.04,8,54.13,1,61.39,Low,0,0,1,0
22,256566.54,20,5,2.51,54,69.76,8,4.37,0,96.63,3,8.74,Low,1,0,0,0
10,15000.0,11,1,4.65,48,83.2,3,4.29,6,90.58,4,87.1,Low,1,0,0,1
13,288108.48,14,5,1.34,38,67.33,4,2.91,5,87.55,3,45.28,Low,0,0,0,0
49,387186.86,9,3,3.9,50,100.0,10,9.85,5,95.53,7,84.98,Low,0,0,0,0
20,199587.65,4,6,5.09,60,58.75,8,2.21,8,42.09,5,60.45,Low,0,0,0,1
19,576974.86,15,7,4.96,48,31.08,10,7.19,6,71.09,4,67.13,Low,0,0,1,0
55,91377.08,22,13,1.82,65,46.72,3,6.49,6,75.9,2,100.0,Low,1,0,0,0
10,289139.27,12,5,0.25,42,49.95,3,5.98,4,65.8,2,66.37,Low,0,0,1,0
55,243551.55,10,6,0.78,49,72.05,7,4.21,7,42.23,3,54.5,Low,0,1,0,0
55,231946.42,3,2,0.0,60,76.97,5,0.95,6,86.14,4,62.99,Low,0,0,0,1
36,229422.01,22,7,3.57,59,64.45,10,1.74,6,81.89,5,49.6,Medium,0,0,1,1
11,269278.91,20,9,3.7,70,67.27,1,2.64,8,62.07,4,87.3,Low,0,0,1,1
11,402632.57,21,5,2.43,55,96.47,7,5.39,1,85.53,3,81.91,Low,0,0,0,0
18,497992.52,9,10,0.0,46,47.04,10,6.64,0,73.99,1,66.59,Low,0,0,0,1
35,249594.96,15,3,1.47,56,60.69,6,5.25,0,82.14,5,85.82,Low,0,0,0,0
10,396756.89,10,2,4.96,62,53.86,2,5.12,6,57.37,6,82.76,Low,1,0,0,0
28,123681.95,6,4,3.42,58,40.87,1,7.0,8,75.82,2,67.03,Low,0,0,0,0
8,387871.98,5,8,3.77,52,25.55,5,0.2,1,75.99,4,76.39,Low,0,0,1,0
33,112841.53,9,3,8.82,44,85.34,8,0.2,0,68.3,6,67.71,Low,1,0,0,1
3,446318.79,13,4,2.86,45,48.24,7,0.79,3,29.22,5,60.11,Low,1,1,0,0
43,647915.36,3,5,0.0,54,57.49,2,6.72,8,74.75,4,26.02,Low,0,0,0,0
5,228024.9,17,10,0.0,52,69.75,7,0.2,4,75.84,4,66.8,Low,0,0,0,0
13,15000.0,11,12,2.81,59,40.58,10,4.48,7,56.87,2,71.71,Low,0,0,0,1
12,151346.87,21,12,2.24,59,46.98,7,2.32,10,81.16,3,46.73,Low,0,1,0,1
50,471737.52,7,5,1.86,79,61.61,3,4.87,5,75.91,1,86.94,Low,0,0,1,1
5,349553.82,2,6,1.89,61,54.11,1,4.16,3,78.55,3,67.72,Low,0,1,0,0
26,294804.45,8,8,0.63,65,39.03,6,5.1,0,65.96,1,79.3,Low,0,0,0,0
36,431560.3,23,5,2.95,57,72.93,8,3.54,9,44.66,3,76.65,Low,0,0,1,0
31,337201.62,8,6,4.99,49,53.64,9,6.2,8,45.01,4,69.71,Low,1,0,0,0
41,469190.53,17,3,5.66,64,64.46,8,8.01,3,83.0,2,61.32,Low,1,0,1,0
48,415496.26,20,5,5.61,70,63.02,5,7.54,6,54.5,2,58.8,Low,1,1,0,0
24,523906.08,7,6,0.29,67,79.45,6,3.63,2,59.23,2,41.08,Low,0,1,0,1
